# AIPerf Server Metrics Export (CSV)
# aiperf_version: 0.10.0
# schema_version: 1.0
# benchmark_id: c1544057cd95
# Note: Same benchmark_id and version appear in JSON and Parquet exports
#
Endpoint,Type,Metric,Unit,avg,min,max,std,p1,p5,p10,p25,p50,p75,p90,p95,p99,engine,model_name,reason,sleep_state,Description
127.0.0.1:8000,counter,vllm:generation_tokens,tokens,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of generation tokens processed.
127.0.0.1:8000,counter,vllm:generation_tokens,tokens,0.0000,0.0000,,,,,5,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of generation tokens processed.
127.0.0.1:8000,counter,vllm:generation_tokens,tokens,640.0000,4.8002,,,,,6,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of generation tokens processed.
127.0.0.1:8000,counter,vllm:generation_tokens,tokens,640.0000,4.8002,,,,,7,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of generation tokens processed.
127.0.0.1:8000,counter,vllm:generation_tokens,tokens,640.0000,4.8002,,,,,8,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of generation tokens processed.
127.0.0.1:8000,counter,vllm:generation_tokens,tokens,640.0000,4.8002,,,,,9,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of generation tokens processed.
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,5,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,6,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,7,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,8,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,9,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,5,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,6,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,7,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,8,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,9,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,5,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,6,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,7,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,8,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,9,,Qwen/Qwen3-30B-A3B-FP8,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,5,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,6,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,7,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,8,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,9,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,600.0000,4.5002,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,600.0000,4.5002,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,600.0000,4.5002,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,600.0000,4.5002,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,0.0000,0.0000,,,,,5,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,600.0000,4.5002,,,,,6,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,600.0000,4.5002,,,,,7,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,600.0000,4.5002,,,,,8,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prefix_cache_queries,,600.0000,4.5002,,,,,9,,Qwen/Qwen3-30B-A3B-FP8,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,600.0000,4.5002,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,600.0000,4.5002,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,600.0000,4.5002,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,600.0000,4.5002,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,0.0000,0.0000,,,,,5,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,600.0000,4.5002,,,,,6,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,600.0000,4.5002,,,,,7,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,600.0000,4.5002,,,,,8,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens,tokens,600.0000,4.5002,,,,,9,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of prefill tokens processed.
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,5,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,6,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,7,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,8,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,9,,Qwen/Qwen3-30B-A3B-FP8,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,0,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,1,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,10,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,11,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,600.0000,4.5002,,,,,12,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,600.0000,4.5002,,,,,13,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,600.0000,4.5002,,,,,14,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,600.0000,4.5002,,,,,15,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,2,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,3,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,external_kv_transfer,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,local_cache_hit,,,,Number of prompt tokens by source.
127.0.0.1:8000,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,4,,Qwen/Qwen3-30B-A3B-FP8,local_compute,,,,Number of prompt tokens by source.
